arrow_direct,arrow_orientation,stim_images,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,walcome_screen.started,textwelcomescreen.started,walcome_screen.stopped,comfirm.started,text.started,keySpacebar.started,comfirm.stopped,keySpacebar.keys,keySpacebar.rt,keySpacebar.duration,trial.started,cross_on_screen.started,arrow.started,cross_on_screen.stopped,arrow.stopped,stim_image.started,eeg_marker.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.011310799999591836,0.016384999999900174,2.004146700000092,,,,,,,,,,,,,,,497395,001,2025-09-24_18h55.31.661,MotorImageryExperiment,2024.2.4,142.8198056795733,2025-09-24 18h55.36.870223 +0700,
,,,,,,,,,,,,,,,2.004178000000138,2.0092813000001115,2.0092813000001115,4.075017899999693,space,2.0605644999996002,None,,,,,,,,497395,001,2025-09-24_18h55.31.661,MotorImageryExperiment,2024.2.4,142.8198056795733,2025-09-24 18h55.36.870223 +0700,
U,0,images/feet.jpg,0,0,0,0,0,0,0,4.094191899999714,,,,,,,,,,,,4.085486399999354,4.094191899999714,5.565065099999629,5.586093999999321,6.557831999999507,6.565070799999376,2.505681600000571,,,,,,,,
